,Crimes_Z0T100,Crimes_Z0T101,Crimes_Z0T102,Crimes_Z0T103,Crimes_Z0T104,Crimes_Z1T100,Crimes_Z1T101,Crimes_Z1T102,Crimes_Z1T103,Crimes_Z1T104,Crimes_Z2T100,Crimes_Z2T101,Crimes_Z2T102,Crimes_Z2T103,Crimes_Z2T104,Crimes_Z3T100,Crimes_Z3T101,Crimes_Z3T102,Crimes_Z3T103,Crimes_Z3T104,Crimes_Z4T100,Crimes_Z4T101,Crimes_Z4T102,Crimes_Z4T103,Crimes_Z4T104
2022-06-15,57,45,34,86,123,23,22,17.0,26,35,13,17.0,14.0,27,25,16,16,12.0,36,28,5.0,7.0,7.0,4.0,15.0
2022-06-16,73,39,27,69,97,19,8,15.0,24,30,18,9.0,8.0,22,16,12,23,10.0,28,30,8.0,2.0,2.0,6.0,12.0
2022-06-17,70,38,24,57,100,28,15,17.0,30,26,13,5.0,5.0,23,22,18,18,12.0,35,44,6.0,3.0,2.0,9.0,10.0
2022-06-18,60,47,13,78,122,18,8,4.0,19,21,16,4.0,8.0,11,17,23,13,6.0,29,30,3.0,8.0,1.0,4.0,5.0
2022-06-19,87,34,11,56,81,38,17,6.0,30,18,14,11.0,1.0,10,18,16,16,6.0,36,20,7.0,1.0,2.0,4.0,5.0
2022-06-20,65,47,15,69,119,19,11,12.0,25,42,13,11.0,8.0,28,25,14,19,7.0,44,55,11.0,4.0,1.0,5.0,7.0
2022-06-21,89,65,50,86,131,34,19,17.0,41,28,18,7.0,9.0,25,27,20,22,7.0,42,52,5.0,6.0,3.0,5.0,17.0
2022-06-22,97,62,21,78,114,22,18,19.0,26,34,14,7.0,12.0,24,26,17,11,14.0,30,38,8.0,4.0,3.0,4.0,12.0
2022-06-23,74,45,23,54,99,16,13,7.0,23,31,8,5.0,6.0,25,23,25,24,10.0,39,35,7.0,6.0,2.0,7.0,8.0
2022-06-24,98,41,25,62,91,19,17,9.0,20,35,10,12.0,15.0,24,20,20,16,7.0,41,32,10.0,3.0,3.0,8.0,6.0
2022-06-25,73,33,16,66,99,31,8,5.0,11,32,17,7.0,3.0,7,15,21,13,3.0,24,39,5.0,3.0,0.0,3.0,12.0
2022-06-26,74,59,14,67,105,31,18,10.0,23,34,15,9.0,2.0,12,19,14,17,4.0,32,55,8.0,4.0,0.0,6.0,7.0
2022-06-27,62,51,31,65,130,27,21,11.0,33,31,16,10.0,9.0,18,31,17,13,14.0,44,48,6.0,4.0,2.0,7.0,11.0
2022-06-28,76,46,15,88,127,25,13,11.0,34,20,7,7.0,13.0,17,22,20,20,14.0,45,35,6.0,8.0,1.0,5.0,8.0
2022-06-29,73,52,27,59,95,24,13,4.0,32,26,20,13.0,3.0,15,23,27,28,7.0,28,41,11.0,3.0,2.0,3.0,8.0
2022-06-30,76,34,18,57,93,14,16,7.0,19,32,7,8.0,10.0,19,27,19,19,7.0,33,33,11.0,3.0,0.0,5.0,8.0
2022-07-01,77,31,79,64,106,27,11,29.0,23,33,12,12.0,11.0,15,22,15,17,17.0,31,33,7.0,3.0,6.0,6.0,9.0
2022-07-02,74,47,73,62,103,18,16,24.0,18,26,17,9.0,10.0,17,15,14,4,19.0,34,25,10.0,6.0,12.0,4.0,6.0
2022-07-03,69,35,60,60,105,24,17,15.0,17,25,14,6.0,6.0,12,23,14,15,12.0,23,22,6.0,2.0,2.0,5.0,8.0
2022-07-04,86,54,30,49,83,27,9,5.0,16,28,14,9.0,3.0,13,18,21,11,6.0,28,39,10.0,2.0,4.0,1.0,6.0
2022-07-05,57,61,118,59,118,26,8,34.0,21,39,9,15.0,22.0,25,29,24,13,20.0,33,25,5.0,9.0,12.0,3.0,8.0
2022-07-06,73,33,61,62,110,27,13,33.0,35,45,15,15.0,9.0,11,22,19,15,25.0,25,34,9.0,2.0,10.0,7.0,7.0
2022-07-07,65,36,63,63,110,14,12,16.0,17,33,10,12.0,17.0,17,21,15,16,12.0,34,36,8.0,4.0,6.0,5.0,12.0
2022-07-08,59,32,46,64,94,29,16,23.0,24,20,12,11.0,13.0,17,23,15,15,23.0,46,32,7.0,1.0,3.0,5.0,11.0
2022-07-09,60,26,25,73,105,35,17,19.0,29,28,15,7.0,6.0,16,15,17,18,3.0,32,30,7.0,7.0,2.0,11.0,6.0
2022-07-10,82,36,23,64,99,25,17,11.0,19,29,13,10.0,3.0,16,5,15,8,6.0,23,41,6.0,1.0,5.0,6.0,7.0
2022-07-11,63,39,54,88,114,22,13,14.0,29,30,11,6.0,4.0,26,27,12,17,14.0,50,35,8.0,5.0,6.0,6.0,12.0
2022-07-12,60,60,52,86,101,27,9,19.0,32,32,12,11.0,11.0,23,18,16,12,8.0,38,35,8.0,4.0,3.0,4.0,10.0
2022-07-13,65,48,39,70,138,25,9,10.0,21,31,17,6.0,6.0,20,26,13,17,24.0,33,24,7.0,3.0,4.0,5.0,7.0
2022-07-14,82,46,36,61,121,23,10,18.0,27,27,14,8.0,13.0,24,21,11,20,12.0,46,31,10.0,5.0,0.0,6.0,12.0
2022-07-15,60,36,25,77,109,22,11,14.0,28,25,20,12.0,8.0,16,25,22,16,10.0,47,48,9.0,3.0,2.0,11.0,4.0
2022-07-16,79,30,8,62,101,31,21,7.0,20,38,11,2.0,3.0,23,20,16,7,3.0,45,39,11.0,6.0,0.0,5.0,3.0
2022-07-17,58,24,10,48,78,32,17,11.0,22,32,15,11.0,2.0,16,13,16,5,4.0,26,34,7.0,3.0,0.0,1.0,3.0
2022-07-18,73,60,15,88,136,23,20,8.0,21,33,8,4.0,18.0,26,18,17,19,9.0,31,31,3.0,3.0,0.0,6.0,7.0
2022-07-19,78,35,24,64,112,21,16,12.0,23,39,8,9.0,16.0,18,23,12,18,10.0,38,43,8.0,5.0,3.0,4.0,11.0
2022-07-20,75,36,18,51,89,18,22,11.0,40,26,15,17.0,12.0,13,18,17,16,8.0,47,34,12.0,3.0,3.0,7.0,5.0
2022-07-21,72,42,23,83,99,21,16,15.0,19,28,9,5.0,14.0,27,26,13,14,5.0,35,29,9.0,4.0,3.0,5.0,11.0
2022-07-22,64,44,18,59,95,22,11,17.0,35,33,17,10.0,10.0,22,15,26,18,8.0,39,41,6.0,2.0,3.0,7.0,7.0
2022-07-23,83,30,8,55,85,28,11,3.0,18,38,15,8.0,3.0,15,19,14,11,9.0,44,45,9.0,3.0,1.0,7.0,9.0
2022-07-24,58,31,12,56,99,29,14,5.0,35,33,22,8.0,4.0,20,20,12,13,2.0,30,30,16.0,5.0,0.0,2.0,4.0
2022-07-25,84,57,19,81,128,25,19,16.0,34,38,15,9.0,13.0,20,22,17,9,6.0,32,45,11.0,2.0,1.0,3.0,11.0
2022-07-26,72,34,14,74,120,20,19,11.0,11,33,13,8.0,6.0,16,24,26,16,7.0,40,32,9.0,7.0,1.0,5.0,9.0
2022-07-27,75,50,13,73,120,13,14,9.0,36,33,11,12.0,8.0,23,28,4,18,12.0,33,51,5.0,3.0,3.0,9.0,10.0
2022-07-28,72,44,10,69,129,22,12,13.0,30,36,26,5.0,10.0,21,30,14,15,10.0,32,39,1.0,6.0,1.0,3.0,10.0
2022-07-29,70,49,23,88,103,19,7,6.0,20,32,6,11.0,5.0,25,13,17,14,5.0,51,36,4.0,1.0,1.0,4.0,4.0
2022-07-30,95,42,5,52,86,11,10,5.0,21,26,20,12.0,3.0,7,16,20,18,6.0,46,31,6.0,3.0,1.0,3.0,6.0
2022-07-31,84,36,8,56,109,41,18,9.0,20,30,19,6.0,2.0,17,19,7,16,3.0,34,37,10.0,2.0,0.0,3.0,12.0
2022-08-01,75,48,83,69,110,35,23,28.0,38,29,14,7.0,19.0,25,20,34,18,36.0,44,47,12.0,4.0,11.0,5.0,8.0
2022-08-02,69,50,129,62,123,18,14,38.0,38,30,17,10.0,33.0,29,24,19,12,20.0,41,34,4.0,3.0,6.0,6.0,8.0
2022-08-03,79,45,124,80,102,28,11,29.0,25,50,15,8.0,40.0,23,19,12,11,10.0,39,46,9.0,6.0,12.0,3.0,7.0
2022-08-04,84,33,69,65,90,7,6,21.0,24,30,8,7.0,25.0,17,20,14,13,15.0,32,35,8.0,6.0,4.0,6.0,15.0
2022-08-05,71,34,36,68,100,22,11,11.0,27,32,13,10.0,14.0,19,19,9,9,13.0,29,44,9.0,1.0,2.0,4.0,10.0
2022-08-06,58,36,44,83,115,30,11,7.0,21,33,10,3.0,5.0,11,16,25,11,3.0,39,34,9.0,4.0,1.0,8.0,6.0
2022-08-07,64,37,12,52,111,29,13,9.0,18,35,14,7.0,4.0,9,15,14,12,5.0,30,28,9.0,4.0,4.0,0.0,7.0
2022-08-08,65,45,42,69,135,29,26,46.0,24,35,19,13.0,18.0,29,22,20,17,20.0,37,40,7.0,4.0,6.0,10.0,8.0
2022-08-09,80,31,46,70,115,27,13,20.0,29,34,13,10.0,15.0,19,25,15,16,17.0,30,31,5.0,4.0,5.0,2.0,9.0
2022-08-10,69,37,38,58,100,24,17,29.0,24,38,16,10.0,17.0,26,21,12,15,7.0,28,36,8.0,4.0,4.0,2.0,12.0
2022-08-11,84,39,36,69,83,27,24,15.0,22,40,16,15.0,15.0,17,22,20,16,16.0,33,34,6.0,4.0,2.0,2.0,3.0
2022-08-12,57,44,23,73,119,21,16,15.0,30,18,11,4.0,6.0,20,21,13,20,11.0,34,18,13.0,5.0,2.0,6.0,11.0
2022-08-13,102,48,13,70,101,17,14,5.0,14,25,14,8.0,9.0,20,22,21,17,9.0,27,32,5.0,1.0,0.0,5.0,7.0
2022-08-14,81,51,19,67,101,27,8,6.0,14,25,17,9.0,1.0,14,22,11,12,4.0,35,28,10.0,7.0,3.0,4.0,14.0
2022-08-15,78,41,21,96,110,24,10,14.0,21,31,13,14.0,14.0,27,16,22,14,21.0,33,50,2.0,4.0,2.0,8.0,10.0
2022-08-16,66,41,18,84,103,25,11,18.0,29,35,11,7.0,9.0,20,22,20,13,8.0,34,34,7.0,6.0,3.0,5.0,12.0
2022-08-17,71,49,17,85,92,28,17,21.0,35,43,16,11.0,11.0,12,15,14,17,16.0,15,25,6.0,3.0,0.0,5.0,10.0
2022-08-18,95,43,22,83,107,21,23,12.0,16,31,16,12.0,2.0,28,21,15,23,5.0,29,33,7.0,1.0,2.0,3.0,10.0
2022-08-19,78,41,20,80,103,39,12,13.0,18,39,23,6.0,8.0,29,25,20,13,11.0,37,37,8.0,3.0,1.0,4.0,6.0
2022-08-20,55,36,9,63,105,19,8,11.0,15,35,13,5.0,2.0,15,14,15,12,5.0,30,28,6.0,3.0,2.0,8.0,8.0
2022-08-21,77,41,7,63,91,22,6,10.0,14,29,14,6.0,8.0,14,10,15,16,6.0,37,42,9.0,5.0,1.0,2.0,13.0
2022-08-22,91,42,27,86,117,14,9,15.0,24,28,9,9.0,11.0,22,22,17,19,7.0,28,38,8.0,6.0,0.0,2.0,9.0
2022-08-23,87,53,22,66,136,28,22,7.0,23,39,15,6.0,11.0,20,19,19,14,12.0,34,37,6.0,2.0,3.0,6.0,15.0
2022-08-24,66,50,29,71,120,24,15,21.0,24,50,23,14.0,13.0,21,32,16,12,7.0,53,35,9.0,2.0,2.0,5.0,10.0
2022-08-25,77,39,20,74,119,26,22,17.0,38,29,13,7.0,8.0,20,17,14,20,4.0,37,29,5.0,0.0,1.0,6.0,5.0
2022-08-26,70,44,15,81,115,25,12,16.0,24,32,11,7.0,9.0,20,23,20,17,7.0,34,30,6.0,3.0,1.0,4.0,8.0
2022-08-27,71,28,12,86,96,29,9,11.0,24,30,24,5.0,4.0,18,27,19,14,7.0,23,25,9.0,5.0,0.0,3.0,10.0
2022-08-28,93,42,11,71,113,30,7,5.0,14,31,3,7.0,5.0,14,20,24,12,6.0,33,35,7.0,4.0,2.0,3.0,8.0
2022-08-29,76,35,29,84,105,27,14,6.0,28,27,12,8.0,16.0,13,27,21,14,13.0,42,41,6.0,4.0,3.0,7.0,7.0
2022-08-30,74,52,17,67,104,19,18,8.0,29,46,14,5.0,7.0,15,23,15,14,15.0,44,40,8.0,4.0,2.0,7.0,6.0
2022-08-31,75,43,10,92,105,25,14,15.0,27,32,13,7.0,11.0,18,21,11,15,6.0,47,29,3.0,5.0,2.0,4.0,16.0
2022-09-01,60,30,71,54,98,19,13,30.0,24,36,21,5.0,18.0,17,17,21,18,19.0,27,40,3.0,7.0,11.0,8.0,14.0
2022-09-02,86,47,101,109,120,29,14,34.0,25,31,20,8.0,30.0,26,28,22,6,25.0,28,27,17.0,5.0,1.0,2.0,7.0
2022-09-03,70,31,44,59,99,23,13,20.0,19,26,11,11.0,9.0,8,12,19,12,11.0,36,43,10.0,2.0,3.0,2.0,4.0
2022-09-04,84,43,20,61,92,19,10,11.0,11,39,20,11.0,6.0,10,13,17,17,7.0,24,20,1.0,3.0,4.0,3.0,9.0
2022-09-05,91,38,23,50,97,16,16,5.0,12,28,10,10.0,6.0,11,13,21,19,12.0,26,32,7.0,2.0,3.0,3.0,9.0
2022-09-06,92,58,67,71,106,20,24,20.0,24,46,13,12.0,26.0,20,21,18,19,23.0,48,32,14.0,3.0,6.0,7.0,13.0
2022-09-07,93,57,46,76,126,25,19,20.0,19,43,7,3.0,13.0,13,20,14,17,17.0,33,31,9.0,6.0,6.0,6.0,4.0
2022-09-08,68,42,43,62,93,24,18,32.0,27,46,10,15.0,20.0,17,23,20,17,18.0,32,29,5.0,1.0,3.0,2.0,6.0
2022-09-09,74,33,36,71,108,14,11,14.0,31,43,18,12.0,11.0,20,17,10,20,15.0,32,24,12.0,4.0,3.0,3.0,5.0
2022-09-10,78,36,15,62,65,22,14,8.0,18,34,17,4.0,3.0,23,24,17,20,14.0,31,26,8.0,3.0,0.0,2.0,8.0
2022-09-11,90,47,6,61,98,27,8,4.0,13,26,16,11.0,7.0,13,14,17,9,7.0,25,24,9.0,5.0,2.0,5.0,13.0
2022-09-12,76,57,38,87,119,36,12,25.0,30,47,20,5.0,6.0,30,21,17,17,25.0,44,32,3.0,1.0,4.0,6.0,8.0
2022-09-13,71,33,31,77,96,25,10,19.0,28,31,18,9.0,8.0,16,24,18,9,20.0,29,34,8.0,3.0,3.0,4.0,12.0
2022-09-14,74,27,32,87,138,26,19,13.0,26,44,11,8.0,6.0,15,10,16,24,18.0,30,27,3.0,3.0,2.0,8.0,9.0
2022-09-15,81,36,24,65,129,22,12,10.0,31,32,14,9.0,15.0,28,15,11,15,8.0,30,43,7.0,3.0,0.0,3.0,6.0
2022-09-16,68,35,23,103,111,22,12,17.0,29,39,11,7.0,18.0,16,26,8,11,12.0,34,26,10.0,3.0,4.0,2.0,5.0
2022-09-17,59,43,15,68,98,20,15,5.0,17,30,6,6.0,3.0,17,18,14,14,4.0,29,27,7.0,4.0,2.0,3.0,7.0
2022-09-18,72,39,14,52,105,17,10,2.0,14,21,14,7.0,4.0,12,19,20,8,9.0,49,30,13.0,8.0,2.0,3.0,10.0
2022-09-19,78,46,28,97,140,25,20,10.0,18,48,19,13.0,14.0,21,12,21,17,4.0,31,46,10.0,3.0,2.0,2.0,8.0
2022-09-20,91,35,28,93,120,25,9,14.0,32,37,23,10.0,6.0,15,32,13,10,13.0,37,31,18.0,4.0,2.0,3.0,7.0
2022-09-21,61,42,22,75,95,23,10,11.0,23,42,15,12.0,8.0,17,34,12,11,7.0,37,28,2.0,3.0,4.0,5.0,14.0
2022-09-22,80,34,17,73,107,17,6,19.0,17,35,14,15.0,11.0,26,27,15,8,11.0,35,39,8.0,4.0,2.0,5.0,8.0
2022-09-23,81,38,19,78,110,20,12,19.0,27,50,17,9.0,10.0,20,18,17,9,9.0,34,35,5.0,2.0,0.0,7.0,9.0
2022-09-24,75,60,10,68,100,9,10,6.0,15,30,16,8.0,6.0,15,16,14,7,7.0,46,26,7.0,7.0,0.0,7.0,5.0
2022-09-25,97,39,7,50,78,28,8,4.0,24,38,16,4.0,6.0,13,13,9,10,6.0,35,34,9.0,3.0,1.0,2.0,9.0
2022-09-26,96,47,45,85,120,21,7,13.0,25,34,15,7.0,9.0,23,22,14,17,12.0,43,36,6.0,1.0,2.0,9.0,13.0
2022-09-27,70,47,16,84,105,17,12,6.0,34,44,14,10.0,4.0,16,26,24,18,16.0,42,60,6.0,1.0,2.0,6.0,10.0
2022-09-28,74,47,11,65,121,24,15,6.0,32,27,10,9.0,6.0,23,24,23,13,10.0,44,33,7.0,1.0,1.0,2.0,10.0
2022-09-29,68,28,20,62,101,25,16,11.0,21,40,14,5.0,4.0,21,30,10,19,11.0,39,26,13.0,4.0,0.0,2.0,7.0
2022-09-30,67,33,15,83,106,24,16,9.0,19,33,16,8.0,4.0,18,21,14,14,8.0,28,26,3.0,1.0,3.0,5.0,9.0
2022-10-01,68,33,58,52,94,19,11,15.0,20,31,9,9.0,11.0,11,13,14,13,13.0,31,17,7.0,3.0,2.0,5.0,9.0
2022-10-02,85,36,85,55,112,20,10,23.0,22,30,16,7.0,9.0,13,7,18,8,30.0,37,26,7.0,2.0,3.0,4.0,12.0
2022-10-03,70,37,154,65,112,20,9,21.0,31,30,19,15.0,38.0,15,17,16,8,36.0,38,28,10.0,12.0,7.0,3.0,4.0
2022-10-04,76,64,88,76,117,20,12,34.0,19,27,9,9.0,14.0,13,18,13,10,39.0,36,30,15.0,2.0,6.0,3.0,19.0
2022-10-05,82,43,83,71,112,20,17,29.0,18,31,14,8.0,10.0,24,20,16,15,30.0,37,51,4.0,5.0,2.0,4.0,10.0
2022-10-06,71,54,58,62,110,29,16,25.0,21,25,24,6.0,18.0,23,20,16,12,19.0,32,37,4.0,4.0,6.0,2.0,11.0
2022-10-07,64,43,53,57,98,29,11,15.0,20,38,11,5.0,18.0,11,27,21,17,17.0,35,31,9.0,3.0,6.0,6.0,9.0
2022-10-08,74,33,20,70,106,28,11,16.0,22,39,19,10.0,8.0,16,24,19,13,13.0,45,37,5.0,4.0,4.0,4.0,8.0
2022-10-09,81,49,20,63,98,15,8,8.0,12,36,19,15.0,9.0,12,17,26,10,4.0,35,37,7.0,2.0,1.0,2.0,7.0
2022-10-10,74,38,32,61,108,42,9,14.0,20,32,13,7.0,3.0,11,23,14,10,12.0,33,42,2.0,6.0,2.0,3.0,3.0
2022-10-11,87,44,39,67,112,18,10,14.0,29,39,11,12.0,13.0,12,28,15,12,25.0,42,44,5.0,8.0,3.0,1.0,7.0
2022-10-12,53,35,36,63,106,20,14,14.0,29,45,13,7.0,12.0,25,19,16,17,21.0,34,36,5.0,1.0,4.0,5.0,12.0
2022-10-13,59,40,45,59,118,35,12,10.0,24,33,13,13.0,9.0,17,11,14,10,16.0,43,33,3.0,4.0,1.0,4.0,12.0
2022-10-14,86,48,39,72,95,22,12,7.0,19,40,17,7.0,9.0,25,18,14,14,12.0,36,38,6.0,1.0,1.0,4.0,6.0
2022-10-15,57,33,15,70,100,16,9,4.0,11,14,11,9.0,0.0,19,24,14,9,7.0,35,35,8.0,0.0,4.0,7.0,8.0
2022-10-16,80,39,10,61,91,21,12,4.0,17,28,13,5.0,3.0,7,18,15,8,6.0,37,34,7.0,9.0,1.0,6.0,12.0
2022-10-17,62,41,32,71,133,23,9,2.0,22,41,10,14.0,12.0,24,25,23,16,7.0,47,48,8.0,5.0,4.0,8.0,13.0
2022-10-18,78,46,31,69,109,24,14,12.0,26,51,9,5.0,14.0,21,32,20,15,12.0,35,35,7.0,3.0,1.0,3.0,14.0
2022-10-19,80,42,32,76,111,21,19,11.0,18,38,12,11.0,14.0,11,28,13,14,16.0,25,39,8.0,3.0,1.0,6.0,13.0
2022-10-20,84,54,18,59,112,25,13,8.0,32,38,17,10.0,13.0,15,26,28,17,17.0,33,29,4.0,3.0,3.0,3.0,9.0
2022-10-21,98,43,21,81,120,25,20,11.0,18,31,26,7.0,7.0,18,15,14,10,7.0,39,37,9.0,1.0,2.0,5.0,8.0
2022-10-22,82,47,16,81,117,18,11,5.0,25,29,6,7.0,8.0,19,16,23,18,6.0,33,40,2.0,5.0,0.0,3.0,2.0
2022-10-23,60,30,12,69,104,23,25,5.0,17,38,15,5.0,5.0,12,17,14,11,5.0,28,37,8.0,1.0,2.0,5.0,13.0
2022-10-24,68,38,41,85,123,28,16,5.0,19,42,20,9.0,13.0,20,32,13,20,16.0,48,44,6.0,3.0,1.0,10.0,14.0
2022-10-25,67,41,26,70,125,18,24,12.0,22,32,9,9.0,11.0,19,30,16,9,10.0,39,43,6.0,3.0,0.0,2.0,5.0
2022-10-26,75,42,20,55,109,23,11,9.0,24,29,11,7.0,12.0,17,12,18,19,12.0,38,43,4.0,6.0,2.0,4.0,12.0
2022-10-27,58,31,22,68,114,14,18,13.0,26,43,14,17.0,6.0,21,20,21,12,8.0,45,36,6.0,3.0,2.0,3.0,2.0
2022-10-28,61,27,19,60,109,25,14,17.0,27,51,22,14.0,1.0,21,31,15,19,11.0,39,38,8.0,7.0,0.0,7.0,4.0
2022-10-29,66,44,13,66,114,14,14,4.0,27,30,9,6.0,4.0,16,19,15,9,6.0,40,25,4.0,3.0,4.0,5.0,4.0
2022-10-30,79,36,16,70,108,16,9,1.0,17,18,18,7.0,6.0,11,16,20,15,5.0,29,35,7.0,5.0,0.0,6.0,14.0
2022-10-31,60,54,22,79,127,17,5,7.0,14,35,14,14.0,9.0,15,23,24,8,6.0,36,44,9.0,3.0,3.0,9.0,9.0
2022-11-01,74,48,61,91,105,26,12,31.0,20,42,11,12.0,17.0,20,29,16,13,15.0,32,42,11.0,5.0,12.0,5.0,8.0
2022-11-02,79,35,107,79,107,31,14,70.0,45,45,11,11.0,24.0,22,30,12,15,23.0,49,38,7.0,4.0,5.0,6.0,5.0
2022-11-03,68,36,122,67,105,27,13,75.0,26,38,16,11.0,30.0,15,29,9,20,26.0,38,39,2.0,3.0,9.0,1.0,19.0
2022-11-04,57,38,69,65,87,21,10,38.0,26,35,16,5.0,16.0,25,24,13,9,22.0,37,42,4.0,1.0,3.0,4.0,10.0
2022-11-05,64,25,27,59,76,28,12,14.0,16,39,8,8.0,4.0,17,20,13,19,5.0,25,23,10.0,6.0,2.0,3.0,5.0
2022-11-06,76,50,24,81,118,25,9,7.0,19,27,20,11.0,2.0,15,22,22,10,8.0,29,36,8.0,5.0,2.0,3.0,6.0
2022-11-07,67,40,69,85,115,21,10,27.0,24,27,12,7.0,11.0,26,23,12,16,15.0,29,38,3.0,3.0,1.0,4.0,6.0
2022-11-08,55,37,41,67,99,20,8,13.0,24,28,8,12.0,9.0,22,25,13,15,9.0,28,34,8.0,1.0,1.0,5.0,10.0
2022-11-09,58,28,39,56,112,23,16,33.0,29,31,23,7.0,8.0,22,17,10,8,23.0,30,34,6.0,2.0,0.0,3.0,8.0
2022-11-10,47,36,39,101,108,19,8,17.0,26,37,7,7.0,7.0,23,26,20,8,16.0,48,38,6.0,1.0,3.0,8.0,2.0
2022-11-11,55,22,28,70,93,13,18,14.0,21,42,15,3.0,4.0,14,19,12,7,14.0,33,30,5.0,3.0,2.0,11.0,7.0
2022-11-12,64,37,19,64,92,21,10,10.0,12,45,12,7.0,6.0,14,15,13,8,5.0,35,37,9.0,4.0,0.0,1.0,10.0
2022-11-13,67,25,13,60,115,10,12,10.0,23,32,12,8.0,2.0,17,21,24,5,10.0,45,47,3.0,2.0,2.0,4.0,10.0
2022-11-14,59,51,45,75,116,15,15,17.0,19,44,10,9.0,8.0,12,27,21,12,17.0,41,51,3.0,2.0,3.0,6.0,10.0
2022-11-15,53,33,27,92,83,21,13,19.0,18,34,16,7.0,9.0,16,18,16,15,14.0,33,43,6.0,7.0,3.0,4.0,10.0
2022-11-16,59,41,27,71,110,15,7,14.0,21,44,12,9.0,11.0,20,27,19,14,12.0,36,31,7.0,4.0,1.0,7.0,7.0
2022-11-17,71,51,23,87,113,23,20,11.0,29,34,15,14.0,8.0,21,19,14,11,7.0,27,27,8.0,2.0,0.0,7.0,16.0
2022-11-18,72,52,34,63,94,15,17,8.0,16,34,18,7.0,7.0,29,21,10,23,10.0,43,35,8.0,6.0,0.0,1.0,7.0
2022-11-19,54,35,24,61,113,11,10,3.0,16,26,7,12.0,4.0,20,18,5,12,6.0,30,28,3.0,4.0,2.0,5.0,8.0
2022-11-20,69,33,15,65,97,18,11,9.0,16,38,15,9.0,6.0,17,20,16,19,6.0,33,31,4.0,4.0,0.0,6.0,12.0
2022-11-21,77,43,23,71,109,20,17,22.0,31,44,11,2.0,10.0,34,17,14,18,8.0,35,37,7.0,4.0,1.0,5.0,7.0
2022-11-22,53,37,25,79,143,24,12,9.0,27,34,15,6.0,10.0,25,19,12,8,11.0,47,39,7.0,6.0,1.0,7.0,8.0
2022-11-23,65,36,19,72,97,21,15,10.0,27,34,11,8.0,13.0,15,27,9,9,7.0,46,29,3.0,2.0,1.0,4.0,7.0
2022-11-24,47,29,19,47,84,24,8,2.0,13,19,13,7.0,2.0,12,12,17,8,2.0,10,29,2.0,1.0,0.0,4.0,9.0
2022-11-25,63,36,13,70,111,20,10,6.0,23,26,14,6.0,4.0,17,17,13,10,5.0,32,32,3.0,3.0,2.0,5.0,10.0
2022-11-26,74,54,13,68,90,18,8,7.0,30,47,10,5.0,4.0,15,19,21,7,3.0,41,25,3.0,0.0,0.0,7.0,4.0
2022-11-27,81,34,11,55,94,25,14,8.0,24,32,16,5.0,6.0,11,18,10,16,7.0,27,28,3.0,1.0,2.0,0.0,6.0
2022-11-28,51,47,22,88,130,15,12,15.0,34,28,10,7.0,16.0,25,32,13,18,14.0,35,41,5.0,2.0,0.0,8.0,13.0
2022-11-29,62,35,17,78,96,18,11,26.0,37,39,8,15.0,13.0,20,23,15,21,7.0,49,37,1.0,6.0,0.0,2.0,4.0
2022-11-30,60,40,21,70,94,27,11,14.0,24,43,13,8.0,9.0,16,16,15,9,7.0,34,26,4.0,5.0,0.0,10.0,12.0
2022-12-01,41,25,148,71,107,18,16,20.0,34,44,9,10.0,16.0,26,17,15,12,20.0,40,34,1.0,5.0,10.0,9.0,8.0
2022-12-02,40,38,214,70,97,15,16,34.0,29,32,19,7.0,30.0,16,22,15,18,35.0,34,33,6.0,2.0,15.0,9.0,7.0
2022-12-03,70,28,70,72,121,16,7,20.0,19,32,12,5.0,21.0,19,18,8,8,25.0,37,37,1.0,0.0,26.0,7.0,10.0
2022-12-04,62,34,51,50,109,31,13,6.0,22,34,12,3.0,10.0,19,14,13,17,13.0,34,30,2.0,3.0,11.0,3.0,4.0
2022-12-05,62,52,110,90,128,23,16,34.0,27,42,9,14.0,24.0,29,25,24,11,23.0,47,25,6.0,2.0,13.0,7.0,10.0
2022-12-06,63,41,87,66,112,18,11,16.0,28,36,9,15.0,22.0,22,21,12,12,21.0,32,30,11.0,4.0,11.0,5.0,11.0
2022-12-07,65,34,66,70,92,17,15,23.0,28,35,22,6.0,21.0,15,26,16,10,20.0,33,27,4.0,5.0,5.0,3.0,9.0
2022-12-08,56,35,53,75,103,19,25,28.0,38,27,16,40.0,17.0,108,23,5,14,15.0,37,39,6.0,1.0,11.0,4.0,10.0
2022-12-09,62,43,60,62,102,21,18,24.0,29,23,11,17.0,10.0,46,22,16,8,14.0,41,39,3.0,2.0,6.0,9.0,10.0
2022-12-10,45,36,25,46,84,13,12,3.0,20,26,13,3.0,8.0,20,15,18,24,31.0,29,27,7.0,2.0,2.0,5.0,9.0
2022-12-11,63,38,26,78,115,21,21,6.0,25,36,9,17.0,10.0,73,18,17,13,7.0,27,23,5.0,6.0,2.0,4.0,10.0
2022-12-12,72,48,37,86,105,24,14,20.0,29,49,16,10.0,16.0,27,26,23,24,17.0,75,67,7.0,2.0,2.0,5.0,11.0
2022-12-13,63,37,38,64,92,16,21,20.0,23,52,13,10.0,18.0,26,18,19,15,8.0,52,40,3.0,6.0,3.0,5.0,6.0
